gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,lpv,annot
Symbiodinium18627,1.8783345437310135,20.6999171948219,3.2066544324864092,6.455300260954961,1.0800454530556359e-10,6.809566576465446e-8,7.166880529708318,Aspartyl Asparaginyl beta-hydroxylase
Symbiodinium1874,1.9367106960794798,17.25382648031931,3.209898450696887,5.375193871498773,7.650032365481294e-8,1.3584323362832556e-5,4.866961988980102,ubiquitin-protein transferase activity
Symbiodinium19135,1.6600377394966968,17.136817937186407,3.2101887238024642,5.338258716729859,9.384348579991474e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium19229,4.150094348741742,17.80661731008006,3.208965824068062,5.549020552517541,2.8727440997589107e-8,9.939694585165831e-6,5.002626959869784,NA
Symbiodinium19310,15.897720794757713,6.606111941169951,1.7440208184706867,3.787863006682902,1.519485868179982e-4,0.015619874294203785,1.8063224655645647,NA
Symbiodinium19554,12.434551426673151,6.3770053148214805,1.6629405693500272,3.834776439012478,1.2567855306003464e-4,0.013109382012570968,1.8824177808389964,NA
Symbiodinium19638,11.117715882362319,17.728844375346327,2.708406966257506,6.545856880527876,5.915521160045131e-11,4.1958791588200115e-8,7.377177027964984,NA
Symbiodinium2000,1.7032060866856145,20.17426579038933,3.185818761370997,6.332521496517103,2.41186670701406e-10,1.2005172317789984e-7,6.920631601860329,NA
Symbiodinium20390,2.075047174370871,17.298499473614626,3.20978323928313,5.389304567955205,7.073084904497781e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium20447,1.3833647829139142,17.00904893898715,3.2105953995798333,5.297786491942617,1.1721490870245627e-7,1.3629595859451186e-5,4.865517021539678,NA
Symbiodinium20566,2.8623433799211657,21.350389380717846,3.1888909160324608,6.695239800576645,2.153182493896246e-11,2.6791998171608384e-8,7.571994895106156,NA
Symbiodinium20856,5.466892763287835,-22.141045161723415,3.1837675114880293,-6.954353633496038,3.5418214371994685e-12,1.1165395312913702e-8,-7.9521258960428085,NA
Symbiodinium21058,11.949653805532288,17.785804396698918,2.6446275568320208,6.725258666670023,1.752807809228375e-11,2.6791998171608384e-8,7.571994895106156,Lipase maturation factor
Symbiodinium21656,1.3833647829139142,17.00904893898715,3.2105953995798333,5.297786491942617,1.1721490870245627e-7,1.3629595859451186e-5,4.865517021539678,protein transport into plasma membrane raft
Symbiodinium21927,17.016912064840284,18.035419273599956,3.2146681042945846,5.610351889672787,2.0191561845145475e-8,7.43993496974633e-6,5.128430860476131,NA
Symbiodinium22194,2.075047174370871,17.298499473614626,3.20978323928313,5.389304567955205,7.073084904497781e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium22235,1.3833647829139142,17.00904893898715,3.2105953995798333,5.297786491942617,1.1721490870245627e-7,1.3629595859451186e-5,4.865517021539678,NA
Symbiodinium22271,1.5217012612053056,17.07619193300286,3.210373822414784,5.3190665254548035,1.0430099630425265e-7,1.3629595859451186e-5,4.865517021539678,NA
Symbiodinium22634,16.64327698636663,-5.05191491139688,1.3718296508751555,-3.6826109627926633,2.3085732840886063e-4,0.022663958898325932,-1.6446642260911504,NA
Symbiodinium22639,3.458411957284785,17.674600518516918,3.209129361341549,5.507599890310499,3.637590094448405e-8,1.1596146759515748e-5,4.935686296900644,NA
Symbiodinium22844,8.62190211285241,17.551098018676743,2.954102686922521,5.94126199348908,2.8283615855670537e-9,1.1800922780251244e-6,5.9280840314479475,NA
Symbiodinium22916,1.3833647829139142,17.00904893898715,3.2105953995798333,5.297786491942617,1.1721490870245627e-7,1.3629595859451186e-5,4.865517021539678,NA
Symbiodinium23021,17.058151439186904,5.881941713099089,1.3712387456451989,4.289509563363091,1.790681030396163e-5,0.0019845782107187474,2.7023317812041485,NA
Symbiodinium23106,20.802245334521086,6.834831314560013,1.7837241199373575,3.8317760230769573,1.272215346708406e-4,0.013221719346817177,1.8787120657064593,NA
Symbiodinium23373,1.6361068683483846,16.994081176838797,3.180456614069625,5.343283446050106,9.127786141465671e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium23827,1.8999182574493672,17.2389803083914,3.2056670999896038,5.37765768268555,7.546111594086446e-8,1.3584323362832556e-5,4.866961988980102,nucleoside hydrolase
Symbiodinium23867,12.163926894675068,-6.496461093002104,1.734774158534595,-3.7448454376849947,1.8050486546641642e-4,0.01829030015361845,-1.737779167460127,NA
Symbiodinium23904,1.9367106960794798,17.25382648031931,3.209898450696887,5.375193871498773,7.650032365481294e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium23972,0.6916823914569571,16.5025779694652,3.213018488057949,5.136160290020579,2.8040851827238746e-7,3.220951611507764e-5,4.492015799555664,Belongs to the SfsA family
Symbiodinium24168,2.6283930875364367,17.479056805827426,3.209438631801564,5.446141463068217,5.147420412518968e-8,1.3398404765503502e-5,4.8729469063203075,NA
Symbiodinium24577,306.08277058118745,4.238632502560087,0.6800933229544837,6.232427755865152,4.5926135758477053e-10,2.1030269465705654e-7,6.677155162562406,NA
Symbiodinium2471,14.989590291984554,5.503187799322532,1.5159251858353404,3.6302502595403725,2.8314655307705704e-4,0.027606302418908116,1.5589917587574276,actin filament binding
Symbiodinium24921,1.3833647829139142,17.00904893898715,3.2105953995798333,5.297786491942617,1.1721490870245627e-7,1.3629595859451186e-5,4.865517021539678,NA
Symbiodinium24937,1.2802890712193782,20.014737460234308,3.187369756771733,6.279389900626357,3.399041980381732e-10,1.6345359163964493e-7,6.786605532029827,NA
Symbiodinium25111,1.9543410793779077,20.45155894836676,3.196745101683919,6.39761954670508,1.578179120803459e-10,8.80158273058825e-8,7.055439224514104,NA
Symbiodinium2518,2.7667295658278284,17.514112056654948,3.209374308251318,5.457173384739223,4.837739103326507e-8,1.3398404765503502e-5,4.8729469063203075,NA
Symbiodinium25186,14.738853255970806,6.415155909892574,1.7954443855982145,3.573018446770292,3.5288989123586696e-4,0.03359795971189267,1.4736870950140377,Belongs to the eukaryotic ribosomal protein eL19 family
Symbiodinium25236,4.242805112173962,17.77866787885215,3.178694510096561,5.593072194380855,2.2308647288722133e-8,8.11462744712339e-6,5.090731414392604,NA
Symbiodinium25293,42.72826458912569,7.664559689098801,2.19767058687993,3.4875835053970965,4.8740669199245684e-4,0.04519183877519603,1.3449399876425827,NA
Symbiodinium25443,2.490056609245045,17.440764301436783,3.209510202794726,5.434089066378412,5.5077066946447595e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium25520,3.72762301626637,21.554345609067582,3.1803104818424663,6.777434383255684,1.223286785836302e-11,2.3138061791831706e-8,7.635673023446797,NA
Symbiodinium25553,22.876804491112427,6.61456859224255,1.5458219957812205,4.278997588528755,1.8773689668214662e-5,0.002072556899869986,2.683493537515763,Permease family
Symbiodinium25594,22.83240993326171,5.1733728612602405,1.397746159053192,3.7012248810360457,2.145612111148286e-4,0.021359756778069883,1.6704036968936462,Heterogeneous nuclear ribonucleoprotein
Symbiodinium25703,1.7983742177880884,17.196606971786423,3.21003266063585,5.357143926498269,8.454776994580247e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium25904,1.998275032645401,20.583202044778616,3.1912787989987885,6.449828843295126,1.1197653945688649e-10,6.906518211893007e-8,7.160740838653503,NA
Symbiodinium25924,1.4966089803056792,20.360830852035555,3.184757315128351,6.393212680701538,1.6243607466945136e-10,8.862762135618604e-8,7.052430906407572,NA
Symbiodinium26043,2.294555267674627,21.067241248720297,3.1841063405873786,6.616374893067793,3.681141275747338e-11,2.984038293585813e-8,7.5251956079465865,NA
Symbiodinium26067,54.615974946810894,5.79904353857551,1.423584777713299,4.073549836554518,4.6301937900752474e-5,0.005033251272490993,2.2981513879950084,NA
Symbiodinium26260,1.9367106960794798,17.25382648031931,3.209898450696887,5.375193871498773,7.650032365481294e-8,1.3584323362832556e-5,4.866961988980102,Specifically methylates the adenine in position 2030 of 23S rRNA
Symbiodinium26386,2.578208525737184,20.83203095940171,3.179213632841387,6.552573486791233,5.655387218183601e-11,4.114221696264234e-8,7.385712309901847,NA
Symbiodinium26572,20.75981329647596,4.999984763789214,1.2760808583682726,3.91823506402463,8.919969833763262e-5,0.009514187373065086,2.021628299806288,Catalyzes the interconversion of methylthioribose-1- phosphate (MTR-1-P) into methylthioribulose-1-phosphate (MTRu-1- P)
Symbiodinium26699,23.645768523137143,-3.9868507935007242,1.0823799674609995,-3.683411475965236,2.3013322701560037e-4,0.022663958898325932,-1.6446642260911504,NA
Symbiodinium26892,1.6600377394966968,17.136817937186407,3.2101887238024642,5.338258716729859,9.384348579991474e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium27076,52.45134366988,4.055417108461738,1.0070314036701322,4.0271009361592345,5.646879545943819e-5,0.006091759181654678,2.2152572734492133,NA
Symbiodinium27288,54.93193325200049,8.4888551547507,1.911696416154427,4.440482852307116,8.975725710061261e-6,0.001002595629314402,2.9988741929692995,NADPH-hemoprotein reductase activity
Symbiodinium27294,1.4633251088568393,20.115692372246844,3.2072167375569096,6.272009040327574,3.564188815023919e-10,1.6853860843309772e-7,6.773300596224211,Belongs to the eukaryotic ribosomal protein eL42 family
Symbiodinium27379,1.3833647829139142,17.00904893898715,3.2105953995798333,5.297786491942617,1.1721490870245627e-7,1.3629595859451186e-5,4.865517021539678,NA
Symbiodinium27876,2.6283930875364367,17.479056805827426,3.209438631801564,5.446141463068217,5.147420412518968e-8,1.3398404765503502e-5,4.8729469063203075,unfolded protein binding
Symbiodinium28130,15.428666938788524,17.977801174588894,2.4387289868876008,7.371791318859441,1.683504017797783e-13,2.1056439534721843e-9,8.676615062454816,NA
Symbiodinium28240,1.6600377394966968,17.136817937186407,3.2101887238024642,5.338258716729859,9.384348579991474e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium28345,1.3833647829139142,17.00904893898715,3.2105953995798333,5.297786491942617,1.1721490870245627e-7,1.3629595859451186e-5,4.865517021539678,NA
Symbiodinium28631,1.6600377394966968,17.136817937186407,3.2101887238024642,5.338258716729859,9.384348579991474e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium2875,2.213383652662263,17.347871342232704,3.2096801409202396,5.4048598553683105,6.48590845520813e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium29325,1.6600377394966968,17.136817937186407,3.2101887238024642,5.338258716729859,9.384348579991474e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium29542,1.9367106960794798,17.25382648031931,3.209898450696887,5.375193871498773,7.650032365481294e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium29823,1.5217012612053056,17.07619193300286,3.210373822414784,5.3190665254548035,1.0430099630425265e-7,1.3629595859451186e-5,4.865517021539678,NA
Symbiodinium29905,352.2836924213852,-1.3966007719132068,0.40023837593074363,-3.489422443975916,4.8406550027887903e-4,0.04502920122594215,-1.3465057569287495,NA
Symbiodinium29947,1.3833647829139142,17.00904893898715,3.2105953995798333,5.297786491942617,1.1721490870245627e-7,1.3629595859451186e-5,4.865517021539678,"Serine/threonine phosphatases, family 2C, catalytic domain"
Symbiodinium30230,3.5479368358800745,21.19835047754494,3.17793367152831,6.670482353821555,2.5496403166270493e-11,2.6791998171608384e-8,7.571994895106156,NA
Symbiodinium30707,3.5479368358800745,21.19835047754494,3.17793367152831,6.670482353821555,2.5496403166270493e-11,2.6791998171608384e-8,7.571994895106156,"ATPase, AAA family"
Symbiodinium30886,28.0253462867751,5.1702633149640524,1.3026395021117851,3.9690668881008415,7.215462747351712e-5,0.007725173927089161,2.1120917339452308,Centrosomal protein
Symbiodinium31124,1.9398988802969344,20.939399684062664,3.186872984730017,6.570515920902506,5.014122225240265e-11,3.743701994066232e-8,7.426698729240451,NA
Symbiodinium31202,1.3833647829139142,17.00904893898715,3.2105953995798333,5.297786491942617,1.1721490870245627e-7,1.3629595859451186e-5,4.865517021539678,NA
Symbiodinium31258,1.3833647829139142,17.00904893898715,3.2105953995798333,5.297786491942617,1.1721490870245627e-7,1.3629595859451186e-5,4.865517021539678,NA
Symbiodinium31545,1.9367106960794798,17.25382648031931,3.209898450696887,5.375193871498773,7.650032365481294e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium32046,2.9050660441192195,17.54887750052373,3.209316022397799,5.46810515949511,4.548720011631318e-8,1.3398404765503502e-5,4.8729469063203075,NA
Symbiodinium32055,11.298391408412698,7.096515167661436,1.8503362866114312,3.835256984911358,1.2543307435194226e-4,0.013109382012570968,1.8824177808389964,NA
Symbiodinium32291,1.3833647829139142,17.00904893898715,3.2105953995798333,5.297786491942617,1.1721490870245627e-7,1.3629595859451186e-5,4.865517021539678,NA
Symbiodinium32418,1.9367106960794798,17.25382648031931,3.209898450696887,5.375193871498773,7.650032365481294e-8,1.3584323362832556e-5,4.866961988980102,Pterin 4 alpha carbinolamine dehydratase
Symbiodinium32485,1.7983742177880884,17.196606971786423,3.21003266063585,5.357143926498269,8.454776994580247e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium32603,1.7983742177880884,17.196606971786423,3.21003266063585,5.357143926498269,8.454776994580247e-8,1.3584323362832556e-5,4.866961988980102,Phosphoribosyl-ATP
Symbiodinium32607,2.490056609245045,17.440764301436783,3.209510202794726,5.434089066378412,5.5077066946447595e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium32647,2.075047174370871,17.298499473614626,3.20978323928313,5.389304567955205,7.073084904497781e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium32776,111.53094176098126,2.9845374300330825,0.6421679954455443,4.647596035928842,3.3582575825139823e-6,3.8112193652434684e-4,3.418936053491551,Splicing factor 45
Symbiodinium32822,2.9050660441192195,17.54887750052373,3.209316022397799,5.46810515949511,4.548720011631318e-8,1.3398404765503502e-5,4.8729469063203075,NA
Symbiodinium32844,3.735084913867568,17.728561283508174,3.2090565725491516,5.52453996453708,3.303500378708587e-8,1.1026695617025887e-5,4.957554613606558,NA
Symbiodinium32909,235.50661925750967,-1.8148248512554912,0.4283562506296288,-4.236718499118272,2.268101992514631e-5,0.0024845787541167993,-2.604747232793962,NA
Symbiodinium32923,1.2881966518114398,20.149965823737766,3.1868344085439286,6.3228782046897525,2.5673565897094677e-10,1.2558800200558105e-7,6.901051848748993,NA
Symbiodinium32975,2.213383652662263,17.347871342232704,3.2096801409202396,5.4048598553683105,6.48590845520813e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium33008,2.075047174370871,17.298499473614626,3.20978323928313,5.389304567955205,7.073084904497781e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium33155,1.3833647829139142,17.00904893898715,3.2105953995798333,5.297786491942617,1.1721490870245627e-7,1.3629595859451186e-5,4.865517021539678,Aldo/keto reductase family
Symbiodinium33413,1.5217012612053056,17.07619193300286,3.210373822414784,5.3190665254548035,1.0430099630425265e-7,1.3629595859451186e-5,4.865517021539678,NA
Symbiodinium33500,3.5747366178494855,17.51347295752262,3.175045253868558,5.515975854575221,3.4684988115980706e-8,1.1442819567751218e-5,4.941466950032587,NA
Symbiodinium33538,6.968503790305603,-22.394510924485008,3.180930648724513,-7.040238658917239,1.9191083805849185e-12,7.778420424850759e-9,-8.109108586868915,NA
Symbiodinium34178,10.28577795919235,17.687178707083373,2.7800020175765003,6.362289881538424,1.9876785080562704e-10,1.0443410116772686e-7,6.98115766674813,NA
Symbiodinium34249,2.213383652662263,17.347871342232704,3.2096801409202396,5.4048598553683105,6.48590845520813e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium34337,3.169719379759908,21.237189091566222,3.1792950762704018,6.6798420977266915,2.3919983829692734e-11,2.6791998171608384e-8,7.571994895106156,NA
Symbiodinium34454,1.3833647829139142,17.00904893898715,3.2105953995798333,5.297786491942617,1.1721490870245627e-7,1.3629595859451186e-5,4.865517021539678,Belongs to the protein kinase superfamily
Symbiodinium34602,25.78488099122528,-4.277598814967549,1.2027650129702172,-3.5564709389110494,3.7587003751725015e-4,0.035547282348131405,-1.4491935962373268,NA
Symbiodinium34620,0.8915832063142696,19.881750448160386,3.1942075241225796,6.224313948925947,4.836677134174865e-10,2.144159432043895e-7,6.668742925190741,EGF domain
Symbiodinium34668,2.351720130953654,17.39176025797975,3.2095901841003838,5.418685645330913,6.003877558272552e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium34721,87.79890364351037,-1.8892417201094063,0.4907358854207257,-3.849813670116443,1.182077152510473e-4,0.012451624301373112,-1.9047739916115938,Extension to Ser/Thr-type protein kinases
Symbiodinium34735,1.6600377394966968,17.136817937186407,3.2101887238024642,5.338258716729859,9.384348579991474e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium34894,19.210202953197474,18.126333985622406,3.2146438546168783,5.638675637299394,1.7136297761504382e-8,6.4825472011920315e-6,5.188254312330673,NA
Symbiodinium35098,24.8825069748109,18.30590517467594,3.2146009117614454,5.69461207694525,1.2365273823630652e-8,4.8726048461673455e-6,5.312238807187861,NA
Symbiodinium35146,13.689160372160407,17.877052118379677,2.531352606725954,7.062252833081922,1.638245501799768e-12,7.74671689617717e-9,8.110882315038136,NA
Symbiodinium35152,2.490056609245045,17.440764301436783,3.209510202794726,5.434089066378412,5.5077066946447595e-8,1.3584323362832556e-5,4.866961988980102,Calcium-dependent protein kinase
Symbiodinium35159,2.7667295658278284,17.514112056654948,3.209374308251318,5.457173384739223,4.837739103326507e-8,1.3398404765503502e-5,4.8729469063203075,NA
Symbiodinium35364,2.6283930875364367,17.479056805827426,3.209438631801564,5.446141463068217,5.147420412518968e-8,1.3398404765503502e-5,4.8729469063203075,NA
Symbiodinium35415,1.7983742177880884,17.196606971786423,3.21003266063585,5.357143926498269,8.454776994580247e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium35466,2.075047174370871,17.298499473614626,3.20978323928313,5.389304567955205,7.073084904497781e-8,1.3584323362832556e-5,4.866961988980102,DNA repair protein rhp16
Symbiodinium35477,3.9263125420542426,21.27601105424136,3.181275337690067,6.687887339449823,2.2641532681928703e-11,2.6791998171608384e-8,7.571994895106156,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase activity
Symbiodinium35748,1.3833647829139142,17.00904893898715,3.2105953995798333,5.297786491942617,1.1721490870245627e-7,1.3629595859451186e-5,4.865517021539678,NA
Symbiodinium36276,1.6600377394966968,17.136817937186407,3.2101887238024642,5.338258716729859,9.384348579991474e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium36389,14.82362117648309,17.938951992228432,2.468987405965154,7.265712230401556,3.710778150063768e-13,2.1056439534721843e-9,8.676615062454816,NA
Symbiodinium36441,1.6600377394966968,17.136817937186407,3.2101887238024642,5.338258716729859,9.384348579991474e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium36449,47.10069601195388,-4.282471530004949,0.8613415101959592,-4.97186247186748,6.63127412940807e-7,7.586391516111523e-5,-4.119964748121599,NA
Symbiodinium36491,1.3833647829139142,17.00904893898715,3.2105953995798333,5.297786491942617,1.1721490870245627e-7,1.3629595859451186e-5,4.865517021539678,NA
Symbiodinium36625,1.6600377394966968,17.136817937186407,3.2101887238024642,5.338258716729859,9.384348579991474e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium36710,1.3833647829139142,17.00904893898715,3.2105953995798333,5.297786491942617,1.1721490870245627e-7,1.3629595859451186e-5,4.865517021539678,NA
Symbiodinium36966,1.7983742177880884,17.196606971786423,3.21003266063585,5.357143926498269,8.454776994580247e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium37102,1.6600377394966968,17.136817937186407,3.2101887238024642,5.338258716729859,9.384348579991474e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium37278,1.5217012612053056,17.07619193300286,3.210373822414784,5.3190665254548035,1.0430099630425265e-7,1.3629595859451186e-5,4.865517021539678,NA
Symbiodinium37330,1.7556515535900343,20.294797374628477,3.189800715170053,6.362402916931609,1.9862158147726963e-10,1.0443410116772686e-7,6.98115766674813,"Alpha amylase, C-terminal all-beta domain"
Symbiodinium38120,1.5217012612053056,17.07619193300286,3.210373822414784,5.3190665254548035,1.0430099630425265e-7,1.3629595859451186e-5,4.865517021539678,NA
Symbiodinium38180,1.3065926411884439,20.52560690328548,3.1924360655401043,6.429449637173207,1.2806678102459011e-10,7.415327982101369e-8,7.129869635240233,serine threonine-protein kinase
Symbiodinium38255,2.213383652662263,17.347871342232704,3.2096801409202396,5.4048598553683105,6.48590845520813e-8,1.3584323362832556e-5,4.866961988980102,NA
Symbiodinium38504,1.2023056404244685,20.41383774367496,3.191039256161946,6.397238048468231,1.582125755181167e-10,8.80158273058825e-8,7.055439224514104,NA
Symbiodinium38705,2.075047174370871,17.298499473614626,3.20978323928313,5.389304567955205,7.073084904497781e-8,1.3584323362832556e-5,4.866961988980102,Orotidine 5'-phosphate decarboxylase / HUMPS family
Symbiodinium38716,1.6600377394966968,17.136817937186407,3.2101887238024642,5.338258716729859,9.384348579991474e-8,1.3584323362832556e-5,4.866961988980102,NA
