gene,lfc,KO,annot,baseMean,log2FoldChange,lfcSE,pvalue,padj
Acropora_002636,4.163004365387427,K23001,Lamina-associated polypeptide 1C (LAP1C),21.083031255930724,4.163004365387427,2.3515581427919456,0.00123341734175759,0.03572086871324788
Acropora_002641,1.3476313102451654,K03685,Ribonuclease,176.8441901879855,1.3476313102451654,0.38900037668445786,3.057073630943411e-5,0.0017657793540736
Acropora_002710,0.22314972368405342,K02513,heparan sulfate 2-O-sulfotransferase activity,34.46542672703128,0.22314972368405345,0.5029711207127816,6.059028984583838e-4,0.02129491949564923
Acropora_002818,2.1870734442011126,K11721,Bromodomain-containing protein 2,246.13022748533575,2.1870734442011126,0.7725283138111542,2.0615860232347416e-5,0.00123552161207501
Acropora_002964,-1.671234076884228,K02503,Histidine triad,106.76846236256888,-1.671234076884228,0.681445659607507,7.328357916116943e-4,0.02466896586827937
Acropora_003277,0.15769010878725875,K14299,Belongs to the WD repeat SEC13 family,13.83308118116244,0.15769010878725875,0.47024367260226174,0.00159960835208724,0.04279932746952405
Acropora_003320,0.04916549401611428,K24835,peptidase inhibitor activity,0.8594123953976236,0.04916549401611428,0.4360521081533923,1.3882275518417277e-7,3.179329201465117e-5
Acropora_003372,-0.6782572197366296,K01872,Catalyzes the attachment of alanine to tRNA(Ala) in a two-step reaction alanine is first activated by ATP to form Ala- AMP and then transferred to the acceptor end of tRNA(Ala). Also edits incorrectly charged tRNA(Ala) via its editing domain,1833.1599201473657,-0.6782572197366296,0.2387637045955965,0.00118813238512206,0.03455415587362013
Acropora_003441,-1.334881292063397,K08187,monocarboxylate transporter,382.3931242070051,-1.334881292063397,0.3657559958238441,3.9737807662246255e-5,0.00223307094765403
Acropora_003539,1.8669823632394622,K04984,NA,1339.347395746438,1.8669823632394624,0.4659324146814186,9.602499143331733e-6,6.145599451732309e-4
Acropora_003613,-0.8554664025869613,K06569,Inhibitor of carbonic anhydrase-like,4778.961755946288,-0.8554664025869613,0.32441783493019033,0.00154717413579483,0.0418586475306336
Acropora_003678,0.03159325930902061,K07841,GTP binding. It is involved in the biological process described with,0.9563064410335858,0.03159325930902061,0.4341637351131653,2.316532126558745e-7,3.179329201465117e-5
Acropora_003679,2.5420424237535144,K10380,NA,86.80318530068179,2.5420424237535144,1.099345182619592,6.548039522309777e-4,0.02270571029006948
Acropora_003744,7.814498851364579,K09848,TNF receptor-associated factor,38.02198864849143,7.814498851364579,2.9601650053523287,3.072406726371992e-6,2.1893273497611556e-4
Acropora_003837,-0.7626862852246862,K01596,phosphoenolpyruvate carboxykinase activity,249.6410387035482,-0.7626862852246862,0.29161832621132844,0.00177461018493775,0.04576905073988723
Acropora_003871,-1.336563710539914,K01262,metalloaminopeptidase activity,203.6801943289337,-1.336563710539914,0.5680983590742845,9.304763028395172e-4,0.02922675474408391
Acropora_004046,4.355200860007893,K23868,cilium assembly,18.13054238928741,4.355200860007893,1.9734279629176248,2.7646635421167546e-4,0.01158851667281888
Acropora_004164,6.188523775069935,K09414,cellular response to nitroglycerin,569.8362925795064,6.188523775069935,1.9198307179483265,1.4064954513809526e-9,8.837905963586496e-7
Acropora_004358,-1.009658656151249,K25226,Chromosome 8 open reading frame 37,86.00121749091865,-1.009658656151249,0.39480854958227635,0.00118290424008496,0.03453363447004448
Acropora_004481,0.918861008183873,K10367,homologous chromosome movement towards spindle pole involved in homologous chromosome segregation,1447.1030318822088,0.918861008183873,0.33799478957231766,0.00103160966362711,0.03155082298668425
Acropora_004484,-1.4623805080829626,K05656,"ATPase activity, coupled to transmembrane movement of substances",68.62785157401578,-1.4623805080829626,0.6579541739659489,0.00107195229932221,0.03240233655793785
Acropora_004550,0.04933480477718817,K04515,calmodulin-dependent protein kinase activity,1.028172355580021,0.04933480477718817,0.4361019750173285,1.7007612646768165e-7,3.179329201465117e-5
Acropora_004619,0.052124433526815506,K02961,Ribosomal protein S17,1.0031442244904942,0.0521244335268155,0.4367764336037545,2.1406548072175354e-7,3.179329201465117e-5
Acropora_004799,-0.9202375678650765,K03538,ribonuclease P RNA binding,277.1939486501084,-0.9202375678650764,0.3262739235734245,5.594284984933772e-4,0.02003507658852965
Acropora_004834,1.877710410587188,K24685,"SRP-dependent cotranslational protein targeting to membrane, translocation",193.46627190933316,1.877710410587188,0.6958959731959301,6.895146750459711e-4,0.02355482092545841
Acropora_004871,0.03168546902003424,K05387,extracellularly glutamate-gated ion channel activity,1.068813081155184,0.03168546902003424,0.4341826387665875,2.143207908218075e-7,3.179329201465117e-5
Acropora_005227,5.295456578602876,K14548,WD40 repeats,28.962789062831146,5.295456578602876,2.5120797359174136,1.236047684456922e-6,9.153815994606692e-5
Acropora_005383,0.18777219086219726,K19914,calcium ion-regulated exocytosis of neurotransmitter,18.444043406291208,0.1877721908621973,0.4951452073449313,8.438234087313498e-4,0.02700234907940319
Acropora_005465,0.9533360422779056,K09657,"Transfers N-acetylgalactosamine (GalNAc) from UDP-GalNAc to N-acetylglucosamine-beta-benzyl with a beta-1,4-linkage to form N,N'-diacetyllactosediamine, GalNAc-beta-1,4-GlcNAc structures in N-linked glycans and probably O-linked glycans",648.7819300757071,0.9533360422779056,0.3413257825193648,0.00107140260937335,0.03240233655793785
Acropora_005473,0.03173801762162863,K15255,G-quadruplex DNA unwinding,1.1250664012159832,0.03173801762162863,0.4341921343616027,2.238748968139559e-7,3.179329201465117e-5
Acropora_005589,-1.299114384678047,K09637,Belongs to the peptidase S1 family,162.41272255454066,-1.299114384678047,0.38733047923468583,5.534621481364117e-5,0.00300434322087869
Acropora_005771,5.145916813413682,K02440,glycerol channel activity,59.82601295097791,5.145916813413682,2.575499269919751,1.5490067047230963e-5,9.56261956619673e-4
Acropora_005893,0.14364257835295222,K01110,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase",159.94430636809963,0.14364257835295222,0.4590889094545988,0.0014334700896183,0.03984508817469867
Acropora_006138,0.20116163915954277,K15261,NA,80.67986416630605,0.20116163915954277,0.4820534393765502,0.00125271953645983,0.0361285011238264
Acropora_006142,2.404450800267242,K23624,serine-type endopeptidase inhibitor activity,162.21877802609734,2.404450800267242,0.7559036665549329,1.548317484524903e-5,9.56261956619673e-4
Acropora_006178,0.024022161441020345,K14454,L-cysteine:2-oxoglutarate aminotransferase activity,34.3626654218249,0.02402216144102034,0.4326869027959088,0.00103038871460362,0.03155082298668425
Acropora_006228,0.030985118454760405,K22376,potassium channel modulatory factor 1,0.5625332006079916,0.0309851184547604,0.4340402175865358,4.4031589132607506e-7,3.5634079630447816e-5
Acropora_006263,0.040286880300949,K10735,The GINS complex plays an essential role in the initiation of DNA replication,26.46346429961174,0.040286880300949,0.4347587868319337,4.5044317096178373e-5,0.00249743037247688
Acropora_006388,2.1685082594917757,K22534,NA,400.86943522839874,2.1685082594917757,0.37875680443124,6.823341647235218e-10,4.564155238615146e-7
Acropora_006416,0.03159325930902061,K11251,protein heterodimerization activity,0.9563064410335858,0.03159325930902061,0.4341637351131653,2.316532126558745e-7,3.179329201465117e-5
Acropora_006463,1.3555568080477525,K04231,NA,131.9776833366344,1.3555568080477525,0.5011436363257229,4.0302787830619234e-4,0.01585803811111423
Acropora_006564,0.15045533760415564,K06532,glomerular parietal epithelial cell differentiation,36.859276063373315,0.15045533760415564,0.4607055091578471,0.00113882417796758,0.03373522593476544
Acropora_006587,-1.0604349024464204,K09349,homeobox,579.1604282989583,-1.0604349024464204,0.4233852162576491,0.00181543059204265,0.04653247065092264
Acropora_006668,1.0202288631028165,K20198,microtubule motor activity,286.95121213293913,1.0202288631028165,0.4658482501926669,9.272900710068862e-4,0.02917797710530924
Acropora_006687,1.4429299317963495,K20196,"ATP-dependent microtubule motor activity, plus-end-directed",91.90146335077584,1.4429299317963495,0.4498701064336254,1.1478805477350242e-4,0.00568077590401753
Acropora_006699,-0.3610952617287772,K07855,GTP binding. It is involved in the biological process described with,19.44306028229455,-0.3610952617287772,0.7140940029867626,1.137631796182252e-5,7.174625190890735e-4
Acropora_006726,-1.346066250944105,K01373,Belongs to the peptidase C1 family,10499.465090383444,-1.346066250944105,0.23982772921799728,4.7605191162755935e-9,2.243502827161152e-6
Acropora_006791,1.3938305447643329,K24936,regulation of mitotic cell cycle,860.898098124639,1.3938305447643329,0.33144043575663384,2.3401110505605163e-6,1.6907506182725735e-4
Acropora_006805,1.4471956267481798,K11278,Nucleophosmin,2679.04429955767,1.4471956267481798,0.46472510005550416,7.983680250255516e-5,0.00418054529467925
Acropora_006858,4.644106424841409,K14301,posttranscriptional tethering of RNA polymerase II gene DNA at nuclear periphery,50.74283104048176,4.644106424841409,1.6710449856409235,2.399770300845254e-7,3.179329201465117e-5
Acropora_006943,0.03143663897273772,K20365,Endoplasmic reticulum-golgi intermediate compartment,17.76065882558919,0.03143663897273772,0.43407138437964143,4.2138825648281353e-4,0.01628689090647917
Acropora_006964,0.031208853294181483,K09405,sequence-specific DNA binding,0.6750398407295899,0.03120885329418148,0.4340873419275827,3.4419244259485274e-7,3.186238611449494e-5
Acropora_006971,-1.3897225758139131,K17834,NA,53.03298076041506,-1.3897225758139131,0.6026434295633271,0.00127251685590583,0.03649641704573078
Acropora_007070,1.9543293628401537,K13116,helicase activity,238.8742262194528,1.9543293628401537,0.5613777996132205,7.326968443408651e-6,4.747875551328806e-4
Acropora_007158,0.1447518133660217,K01081,5'-nucleotidase activity,11.71228706251184,0.1447518133660217,0.4692926366863417,0.00165344869151023,0.04384387732372918
Acropora_007266,-1.5619723509886483,K11141,metalloaminopeptidase activity,644.0660630408122,-1.5619723509886485,0.37125906343356946,5.386208356631329e-7,4.091150786927005e-5
Acropora_007268,0.7499282561414432,K26734,Colorectal mutant cancer protein,405.0316627873368,0.7499282561414432,0.278036072223023,0.00163595237784031,0.0436029672325151
Acropora_007289,-1.094681524209278,K01315,serine-type endopeptidase activity,646.953653661986,-1.094681524209278,0.3709020339941746,2.519118411861979e-4,0.01074823855727777
Acropora_007390,1.2475115814566085,K09608,tolloid-like,505.187457916671,1.2475115814566085,0.3827242688804929,1.977852660794394e-4,0.00874472340601973
Acropora_007455,0.031098498552795083,K04808,acetylcholine-gated cation-selective channel activity,0.6187865206687908,0.03109849855279508,0.4340648951708913,4.622669473664382e-7,3.5634079630447816e-5
Acropora_007549,0.761510060244902,K08836,stress-activated protein kinase signaling cascade,1349.9645529436625,0.761510060244902,0.28285098135013687,0.00151354432222122,0.04118747383934296
Acropora_007634,0.10354874368513847,K09048,extracellular matrix constituent secretion,65.41637817132045,0.10354874368513849,0.4413319921123859,0.00194925791213167,0.0494129731857731
Acropora_007641,1.73576890066456,K10380,Ankyrin repeats (3 copies),77.18166180978785,1.73576890066456,0.7284213304919541,8.567782769142896e-4,0.02729055967756483
Acropora_007693,0.16626171664663164,K07868,Rho-related BTB,38.636173050342,0.16626171664663164,0.48084031783842573,1.371691182309761e-7,3.179329201465117e-5
Acropora_007740,-1.8905114285089386,K10637,NA,193.9925785608105,-1.8905114285089384,0.8485257174059158,8.318938571744481e-4,0.02670302015846649
Acropora_007754,0.17760469744630009,K23041,regulation of mammary gland epithelial cell proliferation,33.91670322721122,0.17760469744630009,0.48628557755980434,7.543091948545168e-4,0.0251468737371435
Acropora_007785,0.09496462016241206,K10799,"Tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase",16.760252744075697,0.09496462016241206,0.4479389252716684,9.19656373671103e-5,0.0047320085767851
Acropora_007795,0.12832294183854243,K11411,regulation of cellular response to testosterone stimulus,10.18404538588392,0.12832294183854245,0.4600010300027982,0.00135690897381438,0.03802278983920951
Acropora_007799,-0.9706101461550314,K23882,"2 iron, 2 sulfur cluster binding",591.2849564294061,-0.9706101461550314,0.3850780347416489,0.00148174127887155,0.04069587703136489
Acropora_007843,0.6796388142848402,K00261,glutamate dehydrogenase [NAD(P)+] activity,75.16629245261882,0.6796388142848402,1.4733308837129455,9.13320690894897e-4,0.02882590235372387
Acropora_007931,1.3221692439010482,K09494,chaperone mediated protein folding independent of cofactor,228.1908316971958,1.3221692439010482,0.5161788626540901,2.818616011499078e-4,0.01167602966869377
Acropora_007962,-0.9287250039106344,K00287,dihydrofolate reductase activity,189.5916348110788,-0.9287250039106344,0.3945081768816611,0.0016576364175116,0.04385906875625951
Acropora_008250,-0.9844370585066621,K06792,NA,923.3033801531042,-0.984437058506662,0.31151495325163664,3.224261156631903e-4,0.01313522187503322
Acropora_008410,6.461197810371763,K03283,heat shock-mediated polytene chromosome puffing,382.8339601207179,6.461197810371763,1.795349685625596,3.323972340056668e-7,3.186238611449494e-5
Acropora_008414,1.2002003072506942,K03283,heat shock-mediated polytene chromosome puffing,1269.3529835022134,1.2002003072506942,0.362748227214482,1.344962316012572e-4,0.00638195390957361
Acropora_008422,-0.81519241867663506,K06910,Phosphatidylethanolamine-binding protein,870.7831056541888,-0.81519241867663506,0.24970200660055827,1.7207595834263766e-4,0.00777378447100857
Acropora_008494,0.031843964559607016,K21922,Potassium channel tetramerization domain containing 6,1.2938263613983807,0.03184396455960701,0.4342130081246908,1.708604942398915e-7,3.179329201465117e-5
Acropora_008512,-1.2231602919083715,K10801,domain protein 4,144.03518071479016,-1.2231602919083715,0.5573309212437152,0.00157743114488217,0.04236996401590266
Acropora_008530,0.31506583200859895,K02168,"BCCT, betaine/carnitine/choline family transporter",83.39791213348343,0.31506583200859895,0.5817501362116921,1.9674578819586996e-5,0.00119290077895601
Acropora_008580,0.029648343244140098,K26437,NA,0.2812666003039958,0.02964834324414009,0.43377433589510295,7.213213786397973e-7,5.419318879519869e-5
Acropora_008583,0.11428019660496515,K26437,NA,15.417843706909084,0.11428019660496516,0.4529151058309296,0.00166474899396754,0.04385906875625951
Acropora_008613,1.6169199168985537,K25709,axonogenesis involved in innervation,362.7479142360852,1.6169199168985535,0.6047356880392163,6.674783734479103e-4,0.02295328615558187
Acropora_008699,-1.57197835362155,K00613,glycine amidinotransferase,742.369000969954,-1.57197835362155,0.2614874504633103,4.9981933157523994e-11,6.255892833965546e-8
Acropora_008720,0.16437722365913873,K25791,-,17.253467514469158,0.16437722365913873,0.4751475275789698,3.745350518619731e-4,0.01484963448453131
Acropora_008771,0.4251588604033027,K07901,Golgi vesicle fusion to target membrane,48.52027395022912,0.4251588604033027,0.7485853854365742,7.882056513672292e-4,0.02582027233293975
Acropora_008814,0.372658084433377,K24738,WD repeat domain 7,7.223286734631946,0.372658084433377,0.7011470356998742,0.00102337171083937,0.0313914730709544
Acropora_008841,-0.6474647910465439,K04630,G-protein beta/gamma-subunit complex binding,4409.3864415628905,-0.6474647910465439,0.21325219432885836,6.596271727213889e-4,0.02275878378294629
Acropora_008885,0.031302285263628125,K06825,NA,0.7312931607903891,0.03130228526362812,0.434106446175266,3.143144706309553e-7,3.179329201465117e-5
Acropora_008893,0.03138441247999982,K05312,acetylcholine-gated cation-selective channel activity,0.7875464808511884,0.03138441247999982,0.4341231017050733,2.8927354713630385e-7,3.179329201465117e-5
Acropora_008906,0.23540904754710534,K08049,Belongs to the adenylyl cyclase class-4 guanylyl cyclase family,49.47048129675792,0.23540904754710537,0.5311832784873949,4.559994820052761e-4,0.01716080809230745
Acropora_009005,-1.3759296130177232,K06792,hyaluronic acid binding,489.2591035548535,-1.3759296130177232,0.3997544207250629,2.7926951310456828e-5,0.00162210997863762
Acropora_009046,3.882572206037576,K12164,ThiF family,28.293180870820223,3.882572206037576,1.7823747293815335,7.32106690661883e-6,4.747875551328806e-4
Acropora_009057,0.16526493017828878,K08378,neuropeptide Y receptor,10.487272111492992,0.16526493017828878,0.4812369385910229,0.00174315520101637,0.04523913172500079
Acropora_009206,0.20851279336995082,K00182,Ligand for members of the frizzled family of seven transmembrane receptors,18.717559168626373,0.2085127933699508,0.5034893097859143,0.00117643364990661,0.03450428311805301
Acropora_009348,1.894321632042573,K24936,NA,62.152778452610185,1.894321632042573,1.3418072040417006,0.00102061193526505,0.0313814043078989
Acropora_009447,3.9452628691167893,K07874,"RAB30, member RAS oncogene family",329.18390494852235,3.9452628691167897,0.7681040169287003,4.8228776218778243e-8,1.9610107658291255e-5
Acropora_009769,0.47273449231145237,K07874,Golgi vesicle fusion to target membrane,34.3727513662633,0.4727344923114524,0.7697586715925488,0.00190530436838225,0.04847655384389494
Acropora_009816,3.1536151845596043,K04362,tyrosine kinase,166.02638381514336,3.1536151845596043,0.8036973650751895,5.302165091028819e-6,3.5239004912683845e-4
Acropora_009858,-1.1418836305200557,K04662,endodermal-mesodermal cell signaling,417.3708184419323,-1.1418836305200557,0.4510384249177183,7.615043461580006e-4,0.02530170536466634
Acropora_009948,-1.1932302888667639,K00444,frizzled binding,376.695511818971,-1.193230288866764,0.37419402780836103,8.67865198367091e-5,0.00453301076910327
Acropora_009994,-0.2683979704110823,K08076,It is involved in the biological process described with,25.11613517422825,-0.2683979704110823,0.5668500985229232,2.8146719648684625e-4,0.01167602966869377
Acropora_010035,0.031302285263628125,K03654,NA,0.7312931607903891,0.03130228526362812,0.434106446175266,3.143144706309553e-7,3.179329201465117e-5
Acropora_010355,1.9682193213626888,K23847,calcium ion binding,58.74615842798507,1.9682193213626888,0.8109359361294712,1.3578672487148073e-4,0.00640266819224373
Acropora_010387,1.426277353475248,K04594,NA,269.56111391579003,1.426277353475248,0.4757342652304403,2.2052407938454775e-4,0.00950683432456961
Acropora_010472,2.6485967862748794,K09489,heat shock,3663.7467679745846,2.6485967862748794,0.4292401144335226,3.416638258309782e-11,5.0605293517365454e-8
Acropora_010516,3.1376842732848145,K08844,transitional stage B cell differentiation,19.6792767189324,3.1376842732848145,1.5162598382909367,6.574206244792522e-4,0.02275838742771581
Acropora_010605,1.7072966290908247,K11154,retinol dehydrogenase activity,57.295518504439826,1.7072966290908247,0.7088069553110863,0.00130639031662132,0.03702218584768236
Acropora_010638,1.2047504323595917,K19410,meiotic attachment of telomere to nuclear envelope,687.8351443288773,1.2047504323595917,0.49585361909906006,0.00115075496905645,0.03399153139366762
Acropora_010645,0.1043679796166239,K05094,Belongs to the protein kinase superfamily. Tyr protein kinase family. CSF-1 PDGF receptor subfamily,103.55954483783952,0.1043679796166239,0.4478689999179462,0.0011740620380796,0.03450428311805301
Acropora_010653,1.9073952643935972,K17341,NA,854.14829146915,1.9073952643935972,0.5893563827593148,9.815669497971631e-5,0.00499061969632625
Acropora_010658,0.18680774622289123,K14381,protein localization to perinuclear region of cytoplasm,27.781781605107277,0.18680774622289123,0.49377774044180145,4.160600188548019e-5,0.0023317352840468
Acropora_010840,0.20122496163200035,K20397,regulation of receptor recycling,22.42320957177802,0.20122496163200035,0.49754266550165765,9.819506346938236e-5,0.00499061969632625
Acropora_010878,0.031643627893288354,K09233,regulation of transcription from RNA polymerase II promoter involved in kidney development,0.9000531209727867,0.03164362789328835,0.4341643726825761,2.467728582465876e-7,3.179329201465117e-5
Acropora_010886,-0.7053555417718645,K16685,"Regulator of the Hippo SWH (Sav Wts Hpo) signaling pathway, a signaling pathway that plays a pivotal role in organ size control and tumor suppression by restricting proliferation and promoting apoptosis. The core of this pathway is composed of a kinase cascade wherein Hippo (Hpo), in complex with its regulatory protein Salvador (Sav), phosphorylates and activates Warts (Wts) in complex with its regulatory protein Mats, which in turn phosphorylates and inactivates the Yorkie (Yki) oncoprotein. Kibra acts synergistically along with Ex and Mer to regulate the Hippo signaling pathway",1155.3598001254632,-0.7053555417718645,0.25655456480044014,0.0014962674894624,0.04098626507462673
Acropora_010896,0.27609901868484954,K08180,NA,18.295080960107533,0.27609901868484954,0.5710381053436624,0.00111526343072487,0.03332291426442509
Acropora_010922,8.51874471672163,K10595,SUMO binding,17.602445457782828,8.51874471672163,3.6189473654398863,1.0273854970804508e-4,0.00517084118142238
Acropora_010940,-0.7126462469817522,K06777,"Protein tyrosine phosphatase, receptor type",1565.414497799478,-0.7126462469817522,0.21737770551400687,2.0377549940126216e-4,0.00895230668556053
Acropora_010973,1.5932290315553401,K09039,Nuclear factor erythroid,7527.24104057647,1.59322903155534,0.3043697796799084,3.0330988865521895e-8,1.283557928807065e-5
Acropora_010983,3.382680616962476,K13163,histone H4-K16 acetylation,35.518534190992405,3.382680616962476,1.2461008621707044,2.777533172449356e-4,0.01158851667281888
Acropora_010993,2.2708621219661707,K21347,apoptotic process,3436.419632290005,2.2708621219661707,0.43731172120155737,2.1996086866636828e-8,9.502309526387107e-6
Acropora_011016,0.8539592351095381,K15275,"Solute carrier family 35, member B1",505.2294206290032,0.8539592351095381,0.3561959310010026,0.00194330817274096,0.04932244586286011
Acropora_011026,5.8017194810384485,K05870,chemotaxis to arachidonic acid,57.27478052896898,5.8017194810384485,1.660880665692877,4.292401010393523e-7,3.5634079630447816e-5
Acropora_011041,0.26982097731332483,K10424,Dynactin subunit 2,43.81006409586889,0.26982097731332483,0.5469157759194307,4.788192346224796e-5,0.00262666551564331
Acropora_011072,1.6543071479888942,K08804,positive regulation of fibroblast apoptotic process,679.2817569475434,1.6543071479888942,0.6836844296494471,4.0415160707349727e-4,0.01587213584143189
Acropora_011173,-1.1137903765958586,K22614,NA,956.2511589474376,-1.1137903765958586,0.2754955208597226,6.601165002549721e-6,4.345452618821302e-4
Acropora_011194,-0.8852354603403184,K24041,"Linear amide C-N hydrolases, choloylglycine hydrolase family",13050.686936140535,-0.8852354603403184,0.34851001622563776,0.00100266173566886,0.03107801756476767
Acropora_011215,0.030985118454760405,K06462,structural constituent of cuticle,0.5625332006079916,0.0309851184547604,0.4340402175865358,4.4031589132607506e-7,3.5634079630447816e-5
Acropora_011218,-0.6842474190309682,K06236,NA,1144.5379110962267,-0.6842474190309682,0.2200591041875719,4.3893780627929856e-4,0.01685521176112506
Acropora_011227,-0.8062854430143181,K19721,NA,8416.722082688337,-0.8062854430143181,0.35279634590748815,0.00187464142679193,0.04782633259422282
Acropora_011244,-1.3999985120224716,K20865,NA,376.8046800516131,-1.3999985120224716,0.33830877253020825,4.705363931051814e-6,3.199030376206243e-4
Acropora_011315,1.707148063422943,K12559,Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family,627.7626099667283,1.707148063422943,0.5768413803528093,7.260970654066705e-5,0.0038507285801209
Acropora_011368,-1.1148354911504004,K12751,"Myosin, light",1722.7096529513356,-1.1148354911504004,0.2780883526687045,3.878665107900533e-6,2.6898996547633925e-4
Acropora_011526,3.3204227074101045,K23488,T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell,221.2561533807404,3.3204227074101045,0.931019940051832,5.2426820027616854e-6,3.5068469035247194e-4
Acropora_011631,1.5466753803569977,K06721,C-type lectin (CTL) or carbohydrate-recognition domain (CRD),538.7494856407261,1.5466753803569977,0.43132722372706855,2.755775995507046e-5,0.00160516210794477
